type,title,country,release_year,duration,listed_in,description,id,popularity,vote_count,vote_average
Movie,Wakefield,United States,2016,109 min,Dramas,"An unhappy father and lawyer quits his suburban life and vanishes into the attic above his garage, where he watches his family move on without him.",tt5195412,12.405,258,6.1
Movie,Danny Says,United States,2015,103 min,"Documentaries, Music & Musicals","This documentary profiles eccentric publicist Danny Fields, who helped launch the careers of innovative new artists who would become musical icons.",tt4485246,3.758,16,6.8
Movie,For Grace,United States,2015,92 min,Documentaries,"As chef Curtis Duffy oversees every aspect of opening his own restaurant, Grace, he recalls his turbulent childhood and difficult adult relationships.",tt5696326,10.395,33,6.7
Movie,Amy Schumer Growing,United States,2019,61 min,Stand-Up Comedy,"Amy Schumer spills on her new marriage, personal growth, making a baby and her mom's misguided advice in a special that's both raunchy and sincere.",tt9770590,7.044,58,6.3
Movie,Social Animals,United States,2018,87 min,Documentaries,"This documentary follows a trio of teens – a daredevil photographer, an aspiring model and a lonely Ohio girl – and Instagram's impact on their lives.",tt5639898,10.906,46,6.3
Movie,Tinker',United States,2018,97 min,"Dramas, Independent Movies, Sci-Fi & Fantasy","While building a revolutionary machine outlined in his late father's journal, a recluse farmer becomes the guardian for his gifted six-year-old nephew.",tt1340800,15.741,1717,6.6
Movie,In Search of Fellini,United States,2017,103 min,"Action & Adventure, Dramas",A naive and sheltered young woman embarks on a whimsical adventure across Italy in the hopes of meeting director Federico Fellini.,tt4801232,4.95,26,5.8
Movie,All About Nina,United States,2018,101 min,"Comedies, Dramas, Independent Movies","Fearless provocation has fueled stand-up comic Nina Geld's career, but a move to LA and a new love take her to new levels of honesty.",tt7542576,8.262,27,6.5
Movie,Best Worst Thing That Ever Could Have Happened,United States,2016,97 min,Documentaries,"The cast and crew of the 1981 Broadway musical ""Merrily We Roll Along"" recall joy and heartbreak during the production of a surefire hit that wasn't.",tt3282712,3.243,13,7.9
Movie,Pee-wee's Big Holiday,United States,2016,90 min,"Children & Family Movies, Comedies, Cult Movies",A chance encounter with a mysterious stranger (Joe Manganiello) points Pee-wee toward his destiny – and his first-ever holiday!,tt0837156,11.996,149,6.2
Movie,5 Flights Up,United States,2014,92 min,"Comedies, Dramas, Independent Movies","A couple finds unexpected drama when, after 40 years of living in the same Brooklyn walk-up, they attempt to sell their apartment and buy a new one.",tt2933544,10.986,201,6.0
Movie,Deidra & Laney Rob a Train,United States,2017,92 min,"Comedies, Dramas, Independent Movies","With their mother in jail and bills piling up, ambitious small-town teens Deidra and Laney plot a series of train robberies to keep themselves afloat.",tt4144332,10.312,81,5.6
Movie,Take Your Pills,United States,2018,88 min,Documentaries,"In a hypercompetitive world, drugs like Adderall offer students, athletes, coders and others a way to do more – faster and better. But at what cost?",tt7983844,18.06,96,6.7
Movie,5 to 7,United States,2014,97 min,"Comedies, Dramas, Romantic Movies",A young novelist's life is turned upside down when a chance encounter outside a New York hotel leads to an intense affair with a diplomat's wife.,tt2486678,11.078,234,7.2
Movie,Coraline,United States,2009,101 min,Children & Family Movies,Curious young Coraline unlocks a door in her family's home and is transported to a universe that strangely resembles her own – only better.,tt0327597,58.129,4276,7.7
Movie,The Hollow Point,United States,2016,97 min,Action & Adventure,New straight-arrow sheriff Wallace finds he must join forces with brutal ex-lawman Leland to protect a troubled border town from a cartel hit man.,tt2918606,12.3,100,6.0
Movie,Chicken Little,United States,2005,82 min,"Children & Family Movies, Comedies",No one believes Chicken Little when he tries to warn of an alien invasion – so it's up to him and his misfit friends to save the world!,tt0371606,30.208,2597,5.8
Movie,G-Force,United States,2009,88 min,"Children & Family Movies, Comedies","When a billionaire sets out to take over the world, only one special forces unit can handle the job – a squad of highly trained guinea pigs.",tt0436339,21.094,1220,5.3
Movie,Jeff Dunham: Arguing with Myself,United States,2006,69 min,Stand-Up Comedy,"Playing straight man to partners half his size, ventriloquist Jeff Dunham – one of America's funniest comics – slays audiences across the country.",tt0806102,9.092,56,6.6
Movie,Jeff Dunham: Controlled Chaos,United States,2011,97 min,Stand-Up Comedy,"Politically incorrect and often raunchy humor pepper ventriloquist Dunham's live concert performance featuring characters Walter, Achmed and Peanut.",tt2058636,7.742,32,6.4
Movie,Jeff Dunham: Minding the Monsters,United States,2012,80 min,Stand-Up Comedy,"Jeff Dunham returns with a haunted house full of his hysterical entourage, and each character stars in its own horror movie trailer.",tt2461736,6.189,18,5.9
Movie,Jeff Dunham's Very Special Christmas Special,United States,2008,85 min,Stand-Up Comedy,"Politically incorrect, sometimes raunchy ventriloquist Jeff Dunham is joined by his irreverent cast of characters in this hilarious Christmas special.",tt1295909,7.226,42,6.8
Movie,The Student,United States,2017,90 min,Thrillers,"When a law professor fails an ambitious student for academic dishonesty, he goes to terrifying lengths to seek revenge for more than just his grade.",tt7255568,4.48,36,4.3
Movie,Twinsanity,United States,2018,86 min,"Horror Movies, Independent Movies, Thrillers","When a yoga enthusiast begins to pull away from her identical twin sister and business partner, their lifelong bond turns deadly.",tt0408642,NaN,NaN,NaN
Movie,Mango Dreams,United States,2016,92 min,"Dramas, Independent Movies","Concerned that dementia will soon steal his most cherished memories, a Hindu doctor hires a Mulsim rickshaw driver to take him to his childhood home.",tt5069158,1.844,4,8.3
Movie,Namour,United States,2016,80 min,"Dramas, Independent Movies","Aimless valet driver Steven Bassem can't find the motivation to get a better job, even when his fractious immigrant family starts falling apart.",tt3752896,0.6,2,7.0
Movie,12 ROUND GUN,United States,2017,90 min,"Dramas, Independent Movies, Sports Movies","Dealing with personal demons and the death of his son, a prizefighter attempts a return to the ring by challenging his rival to a 12-round rematch.",tt3396208,2.272,3,7.3
Movie,Jim Norton: Mouthful of Shame,United States,2017,62 min,Stand-Up Comedy,"In this unrestricted jaunt through a gleefully filthy mind, comic Jim Norton offers a personal perspective on romance, desire and sexual proclivities.",tt6664120,7.173,22,6.8
Movie,Triple Frontier,United States,2019,126 min,Action & Adventure,"Loyalties are tested when five former special forces operatives reunite to steal a drug lord's fortune, unleashing a chain of unintended consequences.",tt1488606,56.047,1979,6.3
Movie,Kygo: Live at the Hollywood Bowl,United States,2017,52 min,Music & Musicals,Join Norwegian electronic music superstar Kygo onstage and behind the scenes as he performs at the famed L.A. venue with a bevy of special guests.,tt7808118,2.935,8,7.0
Movie,Troy: The Odyssey,United States,2017,90 min,Action & Adventure,"Starting with the Trojan Horse attack, this modest re-telling of Homer's epic covers well-known highlights of Odysseus's long journey home.",tt5734548,7.13,13,4.2
Movie,Bitch,United States,2017,97 min,"Comedies, Dramas, Independent Movies","Cracking under the demands of children and a philandering, thankless husband, an overworked suburban mother assumes the persona of a ferocious dog.",tt1212974,15.409,189,4.9
Movie,Burning Sands,United States,2017,102 min,"Dramas, Independent Movies",Promising student Zurich opens his eyes to some hard truths when his fraternity's violent hazing escalates into a disastrous hell night.,tt5826432,14.662,89,6.1
Movie,An Interview with God,United States,2018,97 min,"Dramas, Faith & Spirituality","After an assignment in a war zone, a journalist trying to put his life back together is granted an interview with someone claiming to be God.",tt5779372,42.405,142,7.1
Movie,Christmas in the Smokies,United States,2015,88 min,"Children & Family Movies, Dramas, Romantic Movies","In the Smoky Mountains, an ambitious woman works to save her family's historic berry farm as her ex, a country music star, returns to town.",tt4923846,4.774,21,6.1
Movie,Haunting on Fraternity Row,United States,2018,99 min,"Horror Movies, Independent Movies","When a fraternity's last big luau serves up horrible deaths to its partygoers, the brothers learn firsthand about their house’s frightening history.",tt6089358,6.633,12,5.0
Movie,Hulk Vs.,United States,2009,83 min,"Action & Adventure, Sci-Fi & Fantasy",This action-packed animated double feature pits the Hulk against two of the Marvel Universe's most powerful characters: Wolverine and Thor.,tt1325753,11.336,118,6.6
Movie,Junebug,United States,2005,107 min,"Comedies, Dramas, Independent Movies","When a big-city art dealer travels to North Carolina to meet her new husband's small-town family, their trip gives rise to a multitude of problems.",tt0418773,12.779,128,6.8
Movie,Radio Rebel,United States,2012,90 min,"Children & Family Movies, Comedies","Shy student Tara has a secret identity: She is smooth-talking Radio Rebel, a DJ who lends her voice to all kids, popular and unpopular alike.",tt2008633,15.536,630,6.2
Movie,The Christmas Project,United States,2016,92 min,"Children & Family Movies, Comedies",Four brothers prepare for war when they're forced to deliver secret holiday gifts to the school bullies. But they soon learn kindness goes a long way.,tt5271120,1.851,9,4.7
Movie,The Spiderwick Chronicles,United States,2008,97 min,Children & Family Movies,"When city-raised twins move to a tumbledown country mansion, it's quite an adjustment – especially after they uncover a magical fantasy world.",tt0416236,27.561,1777,6.5
Movie,Wet Hot American Summer,United States,2001,98 min,"Comedies, Cult Movies, Independent Movies","Everyone wants a final shot at action on the last day at Camp Firewood, in this campy 1980s summer-camp spoof from the creators of ""The State.""",tt0243655,14.618,551,6.3
Movie,Winter's Bone,United States,2010,100 min,"Dramas, Independent Movies","In this unflinching noir drama, a resilient teen goes on the trail of her missing, drug-dealing father when his absence threatens the family's safety.",tt1399683,15.11,1152,6.8
Movie,2307: Winter's Dream,United States,2016,101 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy","In the frozen tundra of a futuristic Arizona where humans have been forced underground, a soldier hunts the bioengineered leader of a rebellion.",tt4261326,6.263,13,4.1
Movie,Adel Karam: Live from Beirut,United States,2018,59 min,Stand-Up Comedy,"From Casino du Liban, Lebanese actor and comedian Adel Karam delivers earthy punchlines on kissing norms, colonoscopies and a porn star named Rocco.",tt8081748,1.429,2,7.0
Movie,Ai Weiwei: Never Sorry,United States,2012,91 min,Documentaries,Chinese artist and activist Ai Weiwei uses social media and art to inspire protests and suffers government persecution for his actions.,tt1845773,8.571,61,7.1
Movie,Battle Drone,United States,2018,94 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy","A team of mercenaries working with the CIA accepts an off-the-books mission in Chernobyl, where deadly human-controlled droids prepare an ambush.",tt2936390,6.343,27,5.4
Movie,LA 92,United States,2017,114 min,Documentaries,Previously unseen footage is shaped into a fresh and timely retelling of the 1992 Rodney King trial – and the verdict that sparked civil unrest.,tt6794424,9.108,60,8.0
Movie,Love Beats Rhymes,United States,2016,106 min,"Dramas, Romantic Movies","After enrolling in a college poetry course, a struggling rapper finds inspiration for her new voice through slam poetry.",tt4686108,10.734,68,5.7
Movie,Monster High 13 Wishes,United States,2013,73 min,Children & Family Movies,"It's a new school year at Monster High, and the little sister of Clawdeen Wolf, Howleen, is determined to be more fangtastic than ever.",tt3159812,10.085,56,6.6
Movie,Monster High: Ghouls Rule,United States,2012,71 min,Children & Family Movies,"After learning that monsters and ""Normies"" used to spend Halloween together, Frankie Stein and her pals rally both groups for a frightfully good time.",tt2446108,13.96,58,6.6
Movie,True to the Game,United States,2017,108 min,Dramas,"When a drug kingpin looking to go legit falls for a Philadelphia college student, it doesn't take long for his dangerous world to bleed into her life.",tt5116504,4.291,23,5.4
Movie,Beary Tales,United States,2013,52 min,"Children & Family Movies, Documentaries, International Movies",A well-known wildlife photographer living alone in the Bohemian Forest finds himself playing mama bear to a pair of abandoned cubs.,tt6780296,NaN,NaN,NaN
Movie,Sustainable,United States,2016,92 min,Documentaries,"Chef Rick Bayless, farmers and others discuss the history leading to the sustainable food movement and how it could change what we eat in the future.",tt5684868,5.508,17,6.9
Movie,Blue Mountain State: The Rise of Thadland,United States,2016,90 min,Comedies,"New NFL star Thad buys his old teammates' beloved frat house, renames it Thadland and throws the raunchiest, most debauched party in school history.",tt3748440,16.027,193,5.6
Movie,Hot Bot,United States,2016,93 min,Comedies,"Two teenage geeks inadvertently find a lifelike, state-of-the-art sex robot, but must dodge the high-profile owner who lost her in order to keep her.",tt2854394,17.856,152,4.3
Movie,Beneath the Leaves,United States,2019,90 min,"Independent Movies, Thrillers","An escaped psychopathic child killer faces off against one of his former victims, who has since become a hard-nosed detective.",tt4574654,5.218,6,5.5
Movie,Equilibrium,United States,2002,107 min,"Action & Adventure, Dramas, Sci-Fi & Fantasy","In a dystopian future, a totalitarian regime maintains peace by subduing the populace with a drug, and displays of emotion are punishable by death.",tt0238380,26.059,3051,7.0
Movie,Alex Strangelove,United States,2018,100 min,"Comedies, Dramas, Independent Movies",High school senior Alex Truelove's plan to lose his virginity to lovable girlfriend Claire goes awry when he meets the equally lovable Elliot.,tt5688996,19.449,1241,6.6
Movie,The Black Godfather,United States,2019,118 min,"Documentaries, Music & Musicals","This documentary follows the life of Clarence Avant, the ultimate, uncensored mentor and behind-the-scenes rainmaker in music, film, TV and politics.",tt10289996,9.801,15,6.8
Movie,The Push,United States,2018,90 min,"Documentaries, Sports Movies","After a snowmobile accident paralyzed him, Grant Korgan became the first athlete with a spinal cord injury to push himself to the South Pole.",tt1541123,4.755,40,5.4
Movie,A Perfect Man,United States,2013,94 min,"Dramas, Independent Movies, Romantic Movies","Nina thinks her husband, James, is cheating on her, and she sets out to prove it by calling him and pretending to be another woman.",tt4058500,7.72,416,7.0
Movie,Cabin Fever,United States,2016,98 min,"Horror Movies, Thrillers","As a flesh-eating virus rips its way through a remote woodland cabin, the terrified teens vacationing inside wonder who'll fall victim next.",tt0303816,18.255,752,5.6
Movie,Christian Mingle,United States,2014,99 min,"Comedies, Faith & Spirituality, Romantic Movies",A career woman who has everything but romance finds her values challenged when she starts dating a good man she met on a Christian matchmaking site.,tt3398066,5.512,27,5.7
Movie,Dolphin Kick,United States,2019,90 min,Children & Family Movies,"After losing his mom, 10-year-old Luke abandons competitive swimming. It takes a friendly dolphin to get him back in the water – and help him heal.",tt5774054,7.382,7,5.1
Movie,Jiro Dreams of Sushi,United States,2011,79 min,Documentaries,"This documentary profiles sushi chef Jiro Ono, an 85-year-old master whose 10-seat, $300-a-plate restaurant is legendary among Tokyo foodies.",tt1772925,14.133,467,7.8
Movie,Would You Rather,United States,2013,93 min,"Horror Movies, Independent Movies, Thrillers","In need of cash to help her sick brother, a young woman agrees to take part in a lethal winner-takes-all parlor game hosted by a sadistic millionaire.",tt1999995,15.059,572,5.8
Movie,Thor: Ragnarok,United States,2017,131 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy","To save Asgard from a bloodthirsty goddess of death, the mighty Thor will have to battle his way to freedom and find a way back home.",tt3501632,117.862,14588,7.6
Movie,Miranda Sings Live…Your Welcome,United States,2019,62 min,Stand-Up Comedy,"Viral video star Miranda Sings and her real-world alter ego Colleen Ballinger share the stage in a special packed with music, comedy and ""magichinry.""",tt9557190,7.758,26,5.5
Movie,Silent,United States,2014,3 min,"Children & Family Movies, Sci-Fi & Fantasy","""Silent"" is an animated short film created by Academy Award® winning Moonbot Studios. It celebrates how storytellers, inventors, and technology work together to create cinema magic.",tt0384537,33.186,2789,6.5
Movie,The Lamb,United States,2017,86 min,"Children & Family Movies, Faith & Spirituality",A big-dreaming donkey escapes his menial existence and befriends some free-spirited animal pals in this imaginative retelling of the Nativity Story.,tt7737734,83.52,68,6.4
Movie,Night Moves,United States,2013,113 min,"Dramas, Independent Movies, Thrillers",A pair of young environmentalists enlist the help of an ex-military explosives expert to carry out a dangerous act of eco-terrorism.,tt2043933,9.061,200,5.8
Movie,Bill Burr: You People Are All the Same,United States,2012,69 min,Stand-Up Comedy,"Funnyman Bill Burr takes the stage to uncork a profanity-laced, incisive routine that pokes fun at plastic surgery, reality TV, gold diggers and more.",tt2290153,7.626,72,7.6
Movie,Mohawk,United States,2017,92 min,"Action & Adventure, Horror Movies, Independent Movies","During the War of 1812, two Native Americans and their British ally are pursued into enemy territory by American soldiers thirsting for revenge.",tt0031252,5.983,62,6.6
Movie,The House on Coco Road,United States,2016,79 min,Documentaries,"This film chronicles the journey of Fannie Haughton, an Oakland activist who fled to Grenada with her family just prior to the U.S. invasion in 1983.",tt6338126,1.182,2,7.0
Movie,(T)ERROR,United States,2015,84 min,Documentaries,This real-life look at FBI counterterrorism operations features access to both sides of a sting: the government informant and the radicalized target.,tt4370922,4.752,23,6.5
Movie,Bo Burnham: Make Happy,United States,2016,60 min,"Music & Musicals, Stand-Up Comedy","Combining his trademark wit and self-deprecating humor with original music, Bo Burnham offers up his unique twist on life in this stand-up special.",tt5192124,10.841,166,8.2
Movie,Pierre Jackson,United States,2018,81 min,Romantic Movies,"In the midst of ann arduous divorce battle, a real estate tycoon opts for a life of partying and sex until feelings for his childhood friend surface.",tt1340455,NaN,NaN,NaN
Movie,Recovery Boys,United States,2018,90 min,Documentaries,"In a region ravaged by opioid abuse, four young men in a farming-based rehab forge a bond as they try to reinvent their lives after years of addiction.",tt8167872,8.918,10,6.0
Movie,TAU,United States,2018,98 min,"Sci-Fi & Fantasy, Thrillers","Kidnapped by an inventor who uses her as a test subject to perfect his robotic AI, a street-smart young woman tries to escape her high-tech prison.",tt4357394,30.551,808,6.2
Movie,Ralphie May: Imperfectly Yours,United States,2015,69 min,Stand-Up Comedy,"Comedian Ralphie May takes to the Las Vegas stage with his raw, rollicking take on men's fashion, racism, sex and even waffles. Filmed live in 2013.",tt3216296,3.901,6,5.3
Movie,20th Century Women,United States,2016,119 min,"Dramas, Independent Movies","In 1979, single bohemian mom Dorothea, hoping to help her teen son find his place as a man, asks two young women to share their lives with him.",tt4385888,18.783,771,7.4
Movie,Staged Killer,United States,2019,88 min,Thrillers,"After a popular morning television host bumps into an old acquaintance with a dark past, her professional and personal lives begin to unravel.",tt10048556,5.089,2,3.5
Movie,Chris D'Elia: Man on Fire,United States,2017,66 min,Stand-Up Comedy,"Unbridled comic Chris D'Elia reconsiders his approach to major life events like marriage, not having kids and buying pants for your friends.",tt7068896,6.052,27,6.2
Movie,Spider-Man: Into the Spider-Verse,United States,2018,117 min,"Action & Adventure, Comedies","After being bitten by a radioactive spider, Brooklyn teen Miles Morales gets a crash course in web-slinging from his alternate-dimension counterparts.",tt4633694,105.856,7960,8.4
Movie,Star Wars: Episode VIII: The Last Jedi,United States,2017,152 min,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy","As the remnants of the Resistance flee Kylo Ren and the First Order, Rey seeks out Luke Skywalker – but he wants nothing more to do with the Force.",tt2527336,70.251,10995,6.9
Movie,W. Kamau Bell: Private School Negro,United States,2018,66 min,Stand-Up Comedy,"Comedian W. Kamau Bell muses on parenting in the Trump era, ""free speech"" dustups, woke children's TV and his fear of going off the grid.",tt8467788,6.364,8,6.3
Movie,I Am Michael,United States,2015,102 min,"Dramas, LGBTQ Movies",Gay activist Michael Glatze begins a painful journey when he decides to renounce his sexuality for his religion in this drama based on true story.,tt3713030,13.027,161,5.8
Movie,"What Happened, Miss Simone?",United States,2015,103 min,"Documentaries, Music & Musicals","Using never-before-heard recordings, rare archival footage and her best-known songs, this is the story of legendary singer and activist Nina Simone.",tt4284010,11.318,229,7.5
Movie,Mike Epps: Only One Mike,United States,2019,63 min,Stand-Up Comedy,"In a raw stand-up comedy special, Mike Epps mixes it up as he tackles sexual misconduct, special ed, aging body parts and much more.",tt10376958,6.351,7,6.6
Movie,The Fundamentals of Caring,United States,2016,97 min,"Comedies, Dramas, Independent Movies","In this inspirational buddy comedy, a young shut-in and his caregiver take a road trip in search of landmarks, but end up finding hope and friendship.",tt2452386,14.188,1503,7.3
Movie,The Long Goodbye: The Kara Tippetts Story,United States,2019,87 min,"Documentaries, Faith & Spirituality","Faced with terminal breast cancer, a courageous wife and mother turns her suffering into a resilient message of faith, love and compassion.",tt9853992,1.173,1,8.0
Movie,Tarzan,United States,1999,89 min,Children & Family Movies,"After being shipwrecked off the African coast, a lone child grows up in the wild, and is destined to become lord of the jungle.",tt0120855,34.926,4704,7.4
Movie,American Anarchist,United States,2016,81 min,Documentaries,"This documentary profiles William Powell, who wrote the ""The Anarchist Cookbook"" in the early 1970s and spent his later life regretting his actions.",tt6032170,6.325,36,6.6
Movie,Tarzan 2,United States,2005,72 min,Children & Family Movies,How did the King of the Jungle ascend to the throne? Find out in this charming prequel to the hit animated movie that catches Tarzan as a young child.,tt0437503,20.195,748,6.0
Movie,You Get Me,United States,2017,89 min,"Dramas, Thrillers","After a one-night stand, Holly develops a dangerous obsession with Tyler and transfers to his high school, desperate to keep their ""romance"" alive.",tt5539054,18.334,1420,5.6
Movie,Advantageous,United States,2015,92 min,"Dramas, Independent Movies, Sci-Fi & Fantasy","In order to keep her job at a biomedical engineering firm that prizes youth, a middle-aged woman must submit to a drastic experimental procedure.",tt3090670,11.142,102,6.0
Movie,Puss in Book: Trapped in an Epic Tale,United States,2017,24 min,"Children & Family Movies, Comedies","After tumbling into a magic storybook, Puss in Boots must fight, dance and romance his way through wild adventures as he searches for an escape.",tt7042082,34.115,108,6.3
Movie,Rory Scovel Tries Stand-Up for the First Time,United States,2017,66 min,Stand-Up Comedy,"Comedian Rory Scovel storms the stage in Atlanta, where he shares unfocused thoughts about things that mystify him, relationships and the ""Thong Song.""",tt7044010,5.15,10,7.7
Movie,The Duel,United States,2016,110 min,Dramas,"In 1866, a Texas Ranger investigates some suspicious deaths in a town ruled by a religious despot whose past contains a disturbing link to his own.",tt2436682,14.406,220,5.4
Movie,Beats,United States,2019,110 min,"Dramas, Independent Movies, Music & Musicals","On Chicago's South Side, hip-hop prodigy August Monroe navigates crippling anxiety and new creative frontiers with the help of an unlikely mentor.",tt6135348,8.415,985,7.8
Movie,Running for Grace,United States,2018,110 min,"Dramas, Romantic Movies","In 1920s Hawaii, a young man of mixed race and the daughter of a white plantation owner must overcome racial and class prejudice to be together.",tt5696326,10.395,33,6.7
Movie,Adam Devine: Best Time of Our Lives,United States,2019,59 min,Stand-Up Comedy,"Frenetic comic Adam Devine talks teen awkwardness, celebrity encounters, his ""Pitch Perfect"" audition and more in a special from his hometown of Omaha.",tt10376844,6.564,18,6.3
Movie,Big Kill,United States,2018,126 min,Action & Adventure,A tenderfoot and two gamblers seeking their fortunes in a boom town instead find themselves defending it from a gunslinging preacher and his gang.,tt7730102,10.451,13,5.7
Movie,Bob Lazar: Area 51 & Flying Saucers,United States,2018,97 min,Documentaries,"Decades ago, Bob Lazar blew the whistle on Area 51. Now he’s back to explain the alien tech he worked with, and the government's war to shut him up.",tt9107368,9.576,59,6.3
Movie,The Stanford Prison Experiment,United States,2015,122 min,"Dramas, Independent Movies, Thrillers","Conducting a study on the psychology of incarceration, a Stanford professor assigns guard and prisoner roles to 24 male test subjects in a mock jail.",tt0420293,14.883,667,6.9
Movie,Cop Car,United States,2015,88 min,Thrillers,Two mischievous boys get thrust into a game of cat and mouse with a murderous psychopath after they decide to steal a police officer’s cruiser.,tt3813310,10.923,548,5.8
Movie,Counterpunch,United States,2017,91 min,"Documentaries, Sports Movies","As boxing's popularity wanes, three fighters at different stages of their career make sacrifices to pursue their dreams of becoming champions.",tt7022034,17.061,30,6.5
Movie,What the Health,United States,2017,92 min,Documentaries,"This film examines the link between diet and disease, and the billions of dollars at stake in the healthcare, pharmaceutical and food industries.",tt5541848,15.128,236,7.2
Movie,Set It Up,United States,2018,106 min,"Comedies, Romantic Movies","In desperate need of a break from the office, two beleaguered assistants team up to trick their workaholic bosses into falling in love.",tt5304992,22.899,1932,7.0
Movie,The Pirate Fairy,United States,2014,78 min,Children & Family Movies,"In this spritely tale, Tinker Bell and her friends set out to find free-spirited fairy Zarina after she makes off with some precious Blue Pixie Dust.",tt2483260,25.847,653,6.8
Movie,Murder Mystery,United States,2019,98 min,Comedies,"On a long-awaited trip to Europe, a New York City cop and his hairdresser wife scramble to solve a baffling murder aboard a billionaire's yacht.",tt1618434,43.074,2459,6.3
Movie,Cutie and the Boxer,United States,2013,82 min,Documentaries,"A 2014 Oscar nominee for Best Documentary Feature, this film explores the symbiotic relationship of artists Ushio and Noriko Shinohara.",tt2355540,6.614,54,7.1
Movie,Oprah Presents When They See Us Now,United States,2019,61 min,Documentaries,"Oprah Winfrey talks with the exonerated men once known as the Central Park Five, plus the cast and producers who tell their story in ""When They See Us.""",tt10484298,10.535,52,8.2
Movie,Dragonheart: Battle for the Heartfire,United States,2017,98 min,"Action & Adventure, Sci-Fi & Fantasy","When the king of Brittania dies, the dragon who shares his heart must find a new ruler, but the monarch's grandchildren go to war over the throne.",tt5610626,36.241,130,6.2
Movie,"Oh, Hello On Broadway",United States,2017,102 min,Stand-Up Comedy,"Two delusional geriatrics reveal curious pasts, share a love of tuna and welcome a surprise guest in this filming of the popular Broadway comedy show.",tt6987652,6.326,52,7.0
Movie,Reincarnated,United States,2012,96 min,"Documentaries, Music & Musicals","Vice magazine's Andy Capper follows rapper Snoop Dogg on a pilgrimage to Jamaica, where he rechristens himself Snoop Lion, a reggae artist.",tt9054364,NaN,NaN,NaN
Movie,Jo Koy: Comin' In Hot,United States,2019,60 min,Stand-Up Comedy,"Comedian Jo Koy takes center stage in Hawaii and shares his candid take on cultural curiosities, filter-free fatherhood and more.",tt10377036,6.805,11,6.8
Movie,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,United States,2019,142 min,"Documentaries, Music & Musicals","In an alchemic mix of fact and fantasy, Martin Scorsese looks back at Bob Dylan's 1975 Rolling Thunder Revue tour and a country ripe for reinvention.",tt9577852,11.595,67,7.2
Movie,Havenhurst,United States,2016,85 min,"Horror Movies, Thrillers","An alcoholic with a tragic past rents an apartment in a building for those in recovery, but soon learns the truth about residents who get ""evicted.""",tt3424690,11.519,80,5.1
Movie,50/50,United States,2011,100 min,"Comedies, Dramas, Independent Movies",An otherwise healthy twentysomething has a comically early midlife crisis when he gets slapped with a cancer diagnosis and a 50-50 chance of survival.,tt1306980,15.078,2655,7.1
Movie,Bullitt County,United States,2018,98 min,"Independent Movies, Thrillers","When four college friends reunite for a bachelor party, their hunt for cash said to be hidden in Kentucky's backwoods leads to bloodshed and betrayal.",tt6140148,3.581,4,5.3
Movie,Life in the Doghouse,United States,2018,83 min,"Documentaries, LGBTQ Movies","A couple operates a bustling dog rescue out of their own home, vowing to give a safe space to the neediest pups on the planet – 10,000 and counting.",tt5178264,5.057,9,7.8
Movie,Righteous Kill,United States,2008,101 min,"Dramas, Thrillers","Two detectives investigate a rash of vigilante killings linked to an old case, suggesting they might have put an innocent man behind bars.",tt1034331,13.537,781,5.9
Movie,Satan & Adam,United States,2018,78 min,"Documentaries, Music & Musicals",An aging blues guitarist and a grad student form an unlikely duo while busking on the street corners of 1980s Harlem.,tt7445772,1.557,3,7.7
Movie,Small Soldiers,United States,1998,110 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy","When the Commando Elite, a group of toy action figures, are released before they've been tested, they attack the children playing with them.",tt0122718,22.309,1360,6.4
Movie,The Box,United States,2009,116 min,"Sci-Fi & Fantasy, Thrillers",A couple must decide whether to push a button that will net them a million dollars but that will also cause the death of a complete stranger.,tt0362478,16.638,1205,5.5
Movie,The Space Between Us,United States,2016,120 min,"Action & Adventure, Romantic Movies, Sci-Fi & Fantasy","After years of limited contact with Earth, an inquisitive teen who lives on Mars makes an interplanetary trek to discover his own origins.",tt3922818,24.28,1772,7.1
Movie,Then Came You,United States,2019,97 min,"Comedies, Dramas, Independent Movies",A hypochondriac confronts his fear of death when a terminally ill teen girl enlists him to help her complete her bucket list.,tt4859168,13.122,223,7.3
Movie,What a Girl Wants,United States,2003,105 min,"Children & Family Movies, Comedies","In search of the father she's never met, the daughter of a bohemian American woman heads to Europe and finds that her dad is an uptight politician.",tt0286788,17.846,1119,6.1
Movie,National Treasure,United States,2004,131 min,"Action & Adventure, Children & Family Movies","Modern treasure hunters search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin.",tt0368891,24.971,4409,6.6
Movie,Outside In,United States,2018,110 min,"Dramas, Independent Movies","After serving time for a crime he didn’t commit, a 38-year-old man forms a complicated, life-altering bond with the woman who advocated for his early release.",tt7260048,6.28,40,6.2
Movie,Betting on Zero,United States,2017,104 min,Documentaries,"This documentary dives into the complex world of Herbalife, the international nutritional products company accused of being a pyramid scheme.",tt3762912,7.648,70,7.3
