type,title,country,release_year,duration,listed_in,description,id,popularity,vote_count,vote_average
Movie,The Lovers,United States,2017,98 min,"Comedies, Dramas, Independent Movies","On the verge of divorce, a middle-aged couple, each involved in a serious affair, rethink their marriage and the meaning of love and fidelity.",tt0133363,9.337,133,7.4
Movie,Undercover Brother 2,United States,2019,85 min,Comedies,"When a beloved secret agent falls deep into a coma, his bumbling brother must defend their community from a divisive political threat.",tt6843446,20.077,13,3.7
Movie,John Leguizamo's Latin History for Morons,United States,2018,90 min,Stand-Up Comedy,"In this one-man Broadway show, John Leguizamo finds humor and heartbreak as he traces 3,000 years of Latin history in an effort to help his bullied son.",tt9777830,NaN,NaN,NaN
Movie,Minimalism: A Documentary About the Important Things,United States,2016,78 min,Documentaries,People dedicated to rejecting the American ideal that things bring happiness are interviewed in this documentary showing the virtues of less is more.,tt3810760,10.356,245,6.7
Movie,"Dana Carvey: Straight White Male, 60",United States,2016,64 min,Stand-Up Comedy,Emmy-winning comedian Dana Carvey blends pitch-perfect takes on big personalities with so-true-it-hurts stories from his life as a dad of millennials.,tt6217368,5.749,37,6.5
Movie,A Christmas Prince: The Royal Wedding,United States,2018,93 min,"Children & Family Movies, Dramas, Romantic Movies","A year after helping Richard secure the crown, Amber returns to Aldovia to plan their wedding. But her simple tastes clash with royal protocol.",tt8709036,13.828,645,6.5
Movie,Takers,United States,2010,107 min,Action & Adventure,A motley crew of bank robbers plans their next heist after a former colleague convinces them to target an armored car carrying $20 million.,tt1135084,17.768,788,6.2
Movie,Hoodwinked Too! Hood vs. Evil,United States,2011,86 min,"Children & Family Movies, Comedies","Fresh off a top-secret training, feisty heroine Little Red teams up with intrepid reporter Wolf to investigate the disappearance of Hansel and Gretel.",tt0844993,18.849,329,4.9
Movie,Holiday Rush,United States,2019,94 min,"Children & Family Movies, Dramas",A widowed radio DJ and his four spoiled kids need to tighten their belts and pull together when their life of luxury turns lean just before Christmas.,tt10091530,20.881,104,5.6
Movie,Defiance,United States,2008,137 min,"Action & Adventure, Dramas","In this action-packed drama based on an extraordinary true story, four brothers protect more than 1,000 Jewish refugees during World War II.",tt1034303,18.363,1162,6.8
Movie,The Irishman,United States,2019,209 min,Dramas,Hit man Frank Sheeran looks back at the secrets he kept as a loyal member of the Bufalino crime family in this acclaimed film from Martin Scorsese.,tt1302006,40.877,3951,7.7
Movie,Mike Birbiglia: The New One,United States,2019,86 min,Stand-Up Comedy,Comedian Mike Birbiglia hits Broadway with a hilarious yet profound one-man show that recounts his emotional and physical journey to parenthood.,tt11163014,5.774,13,6.8
Movie,Super Monsters Save Christmas,United States,2019,24 min,Children & Family Movies,"It's Christmas Eve in Pitchfork Pines, and the Super Monsters are joining forces to deck the halls, find Santa's missing reindeer and save the holiday!",tt11193860,10.588,4,5.0
Movie,Harold and Lillian: A Hollywood Love Story,United States,2015,95 min,Documentaries,"Storyboard artist Harold Michelson and his film researcher wife, Lillian, recall the influence they had on 60 years of Hollywood's biggest hits.",tt4683668,4.788,12,6.8
Movie,Michael Che Matters,United States,2016,61 min,Stand-Up Comedy,"""SNL"" star Michael Che takes on hot-button topics like inequality, homophobia and gentrification in this stand-up set filmed live in Brooklyn.",tt6209400,7.591,45,7.0
Movie,Awake,United States,2019,92 min,Thrillers,"After an accident leaves him with no recollection of who he is, a man becomes a prime suspect in the search for a serial killer targeting young women.",tt0211933,12.36,885,6.4
Movie,Shot Caller,United States,2017,121 min,"Dramas, Thrillers","Trying to go straight, a once-successful businessman fresh out of prison is forced to orchestrate a brazen crime or risk his family.",tt4633690,27.202,1341,6.9
Movie,Bushwick,United States,2017,94 min,"Action & Adventure, Independent Movies","When their diverse neighborhood is besieged by a mysterious militia, a grad student and an ex-Marine become an unlikely team in a battle for survival.",tt4720702,25.405,288,5.1
Movie,Cuba and the Cameraman,United States,2017,114 min,Documentaries,Emmy-winning filmmaker Jon Alpert chronicles the fortunes of three Cuban families over the course of four tumultuous decades in the nation's history.,tt7320560,6.813,47,7.5
Movie,End of Watch,United States,2012,109 min,Action & Adventure,"Officers Taylor and Zavala patrol the streets of South Central Los Angeles, an area of the city ruled by gangs and riddled with drug violence.",tt1855199,18.767,2151,7.3
Movie,Shelby American,United States,2019,119 min,"Documentaries, Sports Movies","Featuring interviews and vintage footage, this documentary traces American icon Carroll Shelby's life of reinvention from farmer to racer to entrepreneur.",tt10922508,2.51,4,7.5
Movie,The Christmas Chronicles,United States,2018,104 min,"Children & Family Movies, Comedies","After accidentally crashing Santa's sleigh, a brother and sister pull an all-nighter to save Christmas with a savvy, straight-talking St. Nick.",tt2990140,21.309,1057,7.1
Movie,Mercy,United States,2016,88 min,"Dramas, Thrillers",Two brothers clash with their half-siblings when a visit home to see their dying mother surfaces old secrets and becomes a fight for survival.,tt4916630,47.101,990,8.0
Movie,The Knight Before Christmas,United States,2019,93 min,"Children & Family Movies, Comedies, Romantic Movies","Medieval magic sends a 14th-century knight to modern-day Ohio, where he falls for a high school science teacher who's disillusioned by love.",tt10060094,54.339,645,6.6
Movie,De Palma,United States,2015,110 min,Documentaries,"Iconoclastic film director Brian DePalma takes a look back at the production of such classic movies as ""Carrie,"" ""Scarface"" and ""The Untouchables.""",tt1683048,11.168,83,7.3
Movie,Brian Regan: Nunchucks and Flamethrowers,United States,2017,61 min,Stand-Up Comedy,"Brian Regan takes relatable family humor to new heights as he talks board games, underwear elastic and looking for hot dogs in all the wrong places.",tt7679532,6.767,12,5.7
Movie,Saving Capitalism,United States,2017,73 min,Documentaries,Former Secretary of Labor Robert Reich meets with Americans from all walks of life as he chronicles a seismic shift in the nation's economy.,tt6185286,6.411,27,6.9
Movie,The Case for Christ,United States,2017,113 min,"Dramas, Faith & Spirituality","Bothered by his wife's unyielding belief in Christianity, an investigative reporter sets out to use verifiable facts to poke holes in her faith.",tt6113488,28.444,150,6.6
Movie,Be Somebody,United States,2016,88 min,"Comedies, Dramas, Romantic Movies","To escape the stress of fame, teen pop star Jordan goes incognito in a small town, where he forms a special bond with high school art student Emily.",tt5512872,10.848,190,6.7
Movie,Beavis and Butt-head Do America,United States,1996,81 min,"Comedies, Cult Movies","After realizing that their boob tube is gone, Beavis and Butt-head set off on an expedition that takes them from Las Vegas to the nation's capital.",tt0115641,14.1,378,6.5
Movie,"Bikram: Yogi, Guru, Predator",United States,2019,86 min,Documentaries,This documentary charts the rise and fall of hot yoga founder Bikram Choudhury as his global empire is born and disturbing revelations come to light.,tt10883004,11.429,54,6.4
Movie,Black Snake Moan,United States,2007,116 min,"Dramas, Independent Movies","Lazarus finds Rae beaten and near death, and acts as a father figure to help redeem her. But before saving anyone, Lazarus must face his own demons.",tt0462200,15.274,511,6.8
Movie,Carriers,United States,2009,85 min,"Horror Movies, Sci-Fi & Fantasy, Thrillers","As a lethal virus spreads globally, four friends seek a reputed plague-free haven. But while avoiding the infected, the travelers turn on one another.",tt0806203,20.988,633,5.8
Movie,Dream/Killer,United States,2015,109 min,Documentaries,This riveting crime doc follows Bill as he confronts America's broken judicial system after his son is falsely sentenced to 40 years in prison.,tt4504438,3.194,18,6.7
Movie,Evolution,United States,2001,102 min,"Comedies, Sci-Fi & Fantasy","After two community college geology professors discover microscopic alien life-forms on a meteorite, the military and government become involved.",tt0401855,28.901,2833,6.5
Movie,Eye for an Eye,United States,1996,101 min,"Dramas, Thrillers",Grieving mother Karen McCann takes justice into her own hands when the man who raped and murdered her daughter is freed on a technicality.,tt0116260,12.066,172,6.1
Movie,Hot Rod,United States,2007,88 min,"Comedies, Sports Movies",Andy Samberg stars in this comedy as an accident-prone daredevil who's determined to jump 15 buses on his moped and impress his abusive stepfather.,tt0787475,19.382,612,6.4
Movie,She's Out of My League,United States,2010,105 min,"Comedies, Romantic Movies","When average-guy Kirk starts dating drop-dead-gorgeous Molly, his friends don't see it lasting, so Kirk does everything he can to avoid losing Molly.",tt0815236,21.442,1362,6.3
Movie,Superstar,United States,1999,82 min,Comedies,A socially awkward Catholic schoolgirl vows to win a dreamy classmate’s affections by taking first prize at an upcoming talent show.,tt0070239,16.071,364,7.1
Movie,The Devil Inside,United States,2012,84 min,"Horror Movies, Thrillers","At once spooky and grisly, this thriller follows a woman's quest to find the truth behind claims her mother killed three people during an exorcism.",tt1560985,19.804,553,4.8
Movie,The First Wives Club,United States,1996,103 min,Comedies,"Following a friend's suicide after her husband dumps her for a younger model, three women plot payback against their two-timing exes.",tt0116313,16.241,470,6.6
Movie,The Gift,United States,2000,112 min,"Dramas, Thrillers","When the authorities find a drowned woman's body, a small-town psychic starts having visions of who committed the murder.",tt4178092,16.107,2194,6.7
Movie,"The Goods: Live Hard, Sell Hard",United States,2009,89 min,Comedies,"Hired to rescue a flagging car dealership during a major sale, a fast-talking closer spends his days on the lot and his nights at local strip clubs.",tt1092633,9.954,133,5.4
Movie,World Trade Center,United States,2006,129 min,"Action & Adventure, Dramas","Working under treacherous conditions, an army of dedicated rescuers struggles to find anyone who survived the World Trade Center's tragic collapse.",tt0469641,41.486,1020,6.1
Movie,Young Adult,United States,2011,94 min,"Comedies, Dramas, Independent Movies","When a divorced writer gets a letter from an old boyfriend announcing his wife's had a baby, she returns to her hometown to reconnect with her ex.",tt1625346,15.458,809,5.6
Movie,"Yours, Mine and Ours",United States,2005,88 min,"Children & Family Movies, Comedies","When a father of eight and a mother of 10 prepare to wed, the couple's children attempt to sabotage the union in this remake of a 1968 comedy.",tt0063829,7.27,72,6.6
Movie,Zodiac,United States,2007,158 min,"Cult Movies, Dramas, Thrillers","A political cartoonist, a crime reporter and a pair of cops investigate San Francisco's infamous Zodiac Killer in this thriller based on a true story.",tt0443706,29.269,6363,7.5
Movie,Puppy Star Christmas,United States,2018,91 min,"Children & Family Movies, Comedies","A new pack of Pup Star pooches stumbles upon a rival team’s plan to ruin Christmas, then ends up at the North Pole to try and save the holiday spirit.",tt8861786,10.292,8,6.5
Movie,Trevor Noah: Son of Patricia,United States,2018,64 min,Stand-Up Comedy,"""Daily Show"" host Trevor Noah touches on tacos, runaway snakes, camping, racism immunity and lessons he learned from his mother in this comedy special.",tt9170648,7.918,64,7.1
Movie,100 Things to do Before High School,United States,2014,44 min,Movies,"Led by seventh-grader C.J., three students who have been warned about the dangers of high school decide to make the best of their middle-school years.",tt3904078,NaN,NaN,NaN
Movie,A Fairly Odd Summer,United States,2014,68 min,"Children & Family Movies, Comedies","In this live-action adventure, the gang heads to Hawaii, where Timmy learns the source of all fairy magic is in dangerous hands.",tt3149536,6.423,28,4.5
Movie,Escape from Mr. Lemoncello’s Library,United States,2017,69 min,Children & Family Movies,An eccentric game designer builds a library full of traps and tricks for a group of kids who score the chance to navigate his elaborate scavenger hunt.,tt5878476,9.429,25,5.5
Movie,LEGENDS OF THE HIDDEN TEMPLE,United States,2016,68 min,Children & Family Movies,"A trio of siblings gets trapped in a secret temple, where they must navigate a risky obstacle course to make it out. Inspired by the ‘90s game show.",tt0310482,NaN,NaN,NaN
Movie,"Liar, Liar, Vampire",United States,2015,68 min,"Children & Family Movies, Comedies","When a shy teen transfers to a new school, he elects to mix things up by playing along with the rumor that he's a vampire.",tt4448304,5.074,52,7.0
Movie,Shark Night,United States,2011,91 min,Horror Movies,A weekend of beach-house debauchery turns into a nightmare for a group of friends when they discover that the waters are infested with vicious sharks.,tt1633356,22.609,330,4.9
Movie,The Massively Mixed-Up Middle School Mystery,United States,2015,40 min,"Children & Family Movies, Comedies","After the school principal gets pranked, a curious crew of preteen super sleuths tests their detective skills to solve an underwater ruse.",tt3521770,3.333,0,0.0
Movie,ReMastered: Tricky Dick & The Man in Black,United States,2018,59 min,"Documentaries, Music & Musicals","This documentary chronicles Johnny Cash's 1970 visit to the White House, where Cash's emerging ideals clashed with Richard Nixon's policies.",tt9046556,8.126,19,6.5
Movie,The Holiday Calendar,United States,2018,95 min,"Dramas, Romantic Movies",A talented photographer stuck in a dead-end job inherits an antique Advent calendar that may be predicting the future – and pointing her toward love.,tt8262802,16.567,755,6.7
Movie,Iliza Shlesinger: Unveiled,United States,2019,78 min,Stand-Up Comedy,"Here comes the bride, and she's got plenty to say. Newlywed Iliza Shlesinger dissects wedding traditions as she mines her nuptials for laughs.",tt11163008,7.55,19,6.8
Movie,Donald Glover: Weirdo,United States,2012,65 min,Stand-Up Comedy,"Fearlessly funny stand-up comic and sitcom star Donald Glover puts on a live show in New York, confessing his love for Cocoa Puffs and Toys ""R"" Us.",tt2345525,6.876,46,6.8
Movie,The Pixar Story,United States,2007,89 min,Documentaries,Go behind the scenes at Pixar Animation Studios with this Emmy-nominated documentary tracing the creation and history of the groundbreaking company.,tt1059955,10.704,140,7.6
Movie,Colin Quinn: The New York Story,United States,2016,62 min,Stand-Up Comedy,"The ""SNL"" veteran performs his off-Broadway show about the history of New York and the people who shape its personality. Directed by Jerry Seinfeld.",tt6257714,4.825,11,6.1
Movie,Naomi and Ely's No Kiss List,United States,2015,91 min,"Comedies, Dramas, LGBTQ Movies","Naomi and her gay best friend, Ely, have been inseparable since childhood, but their bond faces its biggest test yet when they fall for the same guy.",tt3282858,13.586,941,5.9
Movie,Splatter,United States,2009,29 min,Horror Movies,"After committing suicide, a washed-up rocker returns from the grave to torment the five people who betrayed him in life.",tt0217679,6.578,34,5.9
Movie,A Christmas Prince,United States,2017,92 min,"Children & Family Movies, Dramas, Romantic Movies",Christmas comes early for an aspiring young journalist when she's sent abroad to get the scoop on a dashing prince who's poised to be king.,tt7608418,13.972,1096,6.7
Movie,Mudbound,United States,2017,135 min,"Dramas, Independent Movies","Two Mississippi families – one black, one white – confront the brutal realities of prejudice, farming and friendship in a divided World War II era.",tt2396589,13.233,807,7.5
Movie,Santa Claws,United States,2014,86 min,"Children & Family Movies, Comedies","When a gift sack full of kittens gives Santa a bad allergic reaction, the kitties have to take over and deliver the presents on time.",tt3922810,5.217,9,4.4
Movie,Drive,United States,2011,100 min,"Action & Adventure, Dramas, Independent Movies",A Hollywood stuntman and getaway driver is lured from his isolated life by a lovely neighbor – until her violent husband is released from prison.,tt0780504,29.644,8525,7.6
Movie,Jeff Dunham: All Over the Map,United States,2014,84 min,Stand-Up Comedy,"America's most beloved ventriloquist hits the road, bringing along all of his most popular pals, including Achmed, Peanut and Walter.",tt4209802,3.595,11,5.3
Movie,Cam,United States,2018,95 min,"Independent Movies, Thrillers","After a look-alike takes over her account, a cam girl with a growing fan base sets out to identify the mysterious culprit and reclaim her own identity.",tt8361028,23.988,971,5.8
Movie,The Ballad of Buster Scruggs,United States,2018,133 min,"Comedies, Dramas","Ranging from absurd to profound, these Western vignettes from the Coen brothers follow the adventures of outlaws and settlers on the American frontier.",tt6412452,21.021,2494,7.2
Movie,The Princess Switch,United States,2018,102 min,"Children & Family Movies, Dramas, Romantic Movies","When a down-to-earth Chicago baker and a soon-to-be princess discover they look like twins, they hatch a Christmastime plan to trade places.",tt8954732,23.988,1536,7.1
Movie,Earthquake Bird,United States,2019,107 min,"Dramas, Romantic Movies","In 1980s Tokyo, an enigmatic expat is suspected of killing her friend, who's gone missing in the wake of their love triangle with a local photographer.",tt8178486,21.821,263,5.9
Movie,The 24 Hour War,United States,2016,100 min,"Documentaries, Sports Movies",An intense rivalry between Henry Ford II of the Ford Motor Company and Enzo Ferrari results in the most epic showdown in racing history.,tt4875844,6.542,23,7.4
Movie,Shopkins: Chef Club,United States,2016,45 min,Movies,"In this first full Shopkins movie, Peppa-Mint is the new Shoppie in town who stirs things up by hosting a team cooking competition.",tt6241352,1.982,3,2.3
Movie,Clarence Clemons: Who Do I Think I Am?,United States,2019,88 min,"Documentaries, Music & Musicals",This intimate documentary follows the life of legendary saxophonist Clarence Clemons and his spiritual awakening before his death in 2011.,tt10432050,1.4,1,4.0
Movie,DeRay Davis: How to Act Black,United States,2017,66 min,Stand-Up Comedy,"Dynamic comic DeRay Davis hits the stage like a ball of fire, nailing the finer points of living, dating and handling show business as a black man.",tt7288084,5.771,14,6.0
Movie,Hickok,United States,2017,88 min,Action & Adventure,"While serving as the marshal of rowdy Abilene, Kansas, ""Wild Bill"" Hickok uses guns and gall to tidy up the lawless frontier town.",tt6334884,8.627,59,4.9
Movie,Chelsea Peretti: One of the Greats,United States,2014,75 min,Stand-Up Comedy,"""Brooklyn Nine-Nine"" star Chelsea Peretti showcases her diverse talents in this dark yet silly reimagining of the comedy special.",tt3804556,6.185,68,6.7
Movie,Chasing Trane,United States,2016,99 min,"Documentaries, Music & Musicals","Featuring interviews, insights and archival footage, this documentary aims to reveal how historical events shaped the music of John Coltrane.",tt4283892,8.131,29,7.3
Movie,John Mulaney: The Comeback Kid,United States,2015,62 min,Stand-Up Comedy,"Armed with boyish charm and a sharp wit, the former ""SNL"" writer offers sly takes on marriage, his beef with babies and the time he met Bill Clinton.",tt5069564,9.68,148,7.8
Movie,Jeff Garlin: Our Man In Chicago,United States,2019,59 min,Stand-Up Comedy,"Comedian Jeff Garlin (unintentionally) celebrates his 37th year of stand-up and shares his learnings on love, loss, success and food addiction.",tt11108064,2.673,6,6.3
Movie,Green Room,United States,2015,95 min,"Horror Movies, Thrillers","At the end of their low-budget tour, a punk band accepts a gig at an isolated rural club, only to discover that their hosts are neo-Nazis.",tt4062536,19.917,1708,6.7
Movie,A Single Man,United States,2009,100 min,"Dramas, Independent Movies, LGBTQ Movies",This stream-of-consciousness drama centers on a day in the life of a gay college professor who's reeling from his longtime lover's recent death.,tt1315981,13.569,1052,7.4
Movie,Submission,United States,2019,95 min,"Action & Adventure, Dramas","After a near-death trip home, a Marine looking to help his comrade survive returns to the underground world of MMA, where new battles await.",tt0432109,1.537,8,5.8
Movie,To Be of Service,United States,2019,88 min,Documentaries,"Traumatized by combat, newly returned war veterans find solace in service dogs that guide them back to a fulfilling civilian life.",tt10413458,0.729,1,6.0
Movie,True Memoirs of an International Assassin,United States,2016,98 min,"Action & Adventure, Comedies","After his publisher markets his crime novel as a memoir, a novice author finds himself forcibly recruited into a deadly political plot in Venezuela.",tt1542768,14.244,549,5.8
Movie,Bill Burr: Let It Go,United States,2010,65 min,Stand-Up Comedy,"The musings of comedian Bill Burr are let loose in this special, which was filmed at the historic Fillmore Auditorium in San Francisco.",tt1717578,8.086,61,7.9
Movie,Natalia Valdebenito: Gritona,United States,2017,76 min,Stand-Up Comedy,"Chile's Natalia Valdebenito hits Santiago's Teatro Caupolicán with a one-woman show steeped in irony, a dash of improv and her own personal style.",tt7160286,0.976,4,5.8
Movie,Kathleen Madigan: Bothering Jesus,United States,2016,71 min,Stand-Up Comedy,"The Irish American comic riffs on everything from growing up in Missouri, signing up her parents to be Uber drivers and anything to do with bacon.",tt6264486,2.17,8,6.7
Movie,187,United States,1997,119 min,Dramas,"After one of his high school students attacks him, dedicated teacher Trevor Garfield grows weary of the gang warfare in the New York City school system and moves to California to teach there, thinking it must be a less hostile environment.",tt0228501,0.961,0,0.0
Movie,American History X,United States,1998,119 min,Dramas,A neo-Nazi gets sent to prison for murder and comes out a changed man. But can he prevent his younger brother from following in his footsteps?,tt0120586,27.382,7851,8.4
Movie,American Son,United States,2019,90 min,Dramas,Time passes and tension mounts in a Florida police station as an estranged interracial couple awaits news of their missing teenage son.,tt9664078,17.685,156,6.0
Movie,Anger Management,United States,2003,105 min,Comedies,"After a gentle businessman is forced to get anger management counseling, his therapist moves in – but turns out to have anger issues of his own.",tt0305224,17.387,2100,6.1
Movie,Apache Warrior,United States,2017,89 min,Documentaries,Recovered cockpit footage and telling interviews reveal the true stories of US fighter pilots in one of the largest combat strikes in history.,tt0050131,1.96,2,4.5
Movie,Christmas Break-In,United States,2019,87 min,"Children & Family Movies, Comedies","Stranded at school before holiday break, a precocious girl gets into the spirit of saving when a trio of robbers trespass and hold the janitor hostage.",tt8244578,3.7,14,5.8
Movie,Christmas in the Heartland,United States,2017,112 min,Dramas,Two girls realize they're both visiting grandparents they’ve never met and decide to switch places to see how the other half lives.,tt3396114,5.894,27,6.5
Movie,Code Name: The Cleaner,United States,2007,91 min,"Action & Adventure, Comedies",A mild-mannered janitor duped into believing he's an undercover agent stumbles into an international arms ring plot involving the CIA and the FBI.,tt0462229,13.462,166,5.2
Movie,Executive Decision,United States,1996,133 min,Action & Adventure,"When terrorists hijack a 747 and turn it into a nerve gas bomb aimed at Washington, D.C., commandos use an experimental plane to try to stop them.",tt0116253,17.667,525,6.1
Movie,Fallen,United States,1998,124 min,Thrillers,A tough homicide cop faces his most dangerous assignment when he must stop a murderous evil spirit who can move from one host to the next.,tt1055369,11.246,5980,6.1
Movie,Fear and Loathing in Las Vegas,United States,1998,118 min,"Comedies, Cult Movies, Dramas",A sportswriter and his Samoan lawyer embark on a hallucinogenic three-day romp from Los Angeles to Las Vegas in this counterculture cult favorite.,tt0120669,18.385,3030,7.2
Movie,Fire in Paradise,United States,2019,40 min,Documentaries,"In this documentary, survivors recall the catastrophic 2018 Camp Fire, which razed the town of Paradise and became California’s deadliest wildfire.",tt11127056,10.603,14,6.8
Movie,Getting Played,United States,2005,85 min,"Comedies, Romantic Movies","Tired of dealing with boyfriends who wrong them, gal pals Lauren, Emily and Andrea decide to turn the tables and become the players themselves.",tt0396032,6.904,13,6.1
Movie,Holly Star,United States,2018,92 min,"Children & Family Movies, Comedies, Romantic Movies","Home for the holidays, a broke puppeteer knows there’s treasure buried somewhere under her town. To find it, all she has to do is die – almost.",tt6268734,1.606,4,6.6
Movie,How to Be a Player,United States,1997,94 min,Comedies,"Dray lives life one woman at a time and is the envy of all his friends, until his sister decides to show him the error of his philandering ways.",tt0119326,5.572,22,5.7
Movie,Invictus,United States,2009,134 min,"Dramas, Sports Movies","After the end of apartheid, newly elected President Nelson Mandela uses the 1995 World Cup rugby matches to unite his people in South Africa.",tt1057500,15.936,2801,7.2
Movie,Legion,United States,2010,100 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",A motley crew of apocalypse survivors living at an abandoned truck stop never suspects that the pregnant woman among them is carrying the Messiah.,tt1038686,36.737,1612,5.6
Movie,Love Jones,United States,1997,109 min,"Comedies, Dramas, Independent Movies","In this urban romantic comedy set in Chicago, the ups and downs of courtship play out between a young black poet and a pretty shutterbug.",tt0119572,6.206,34,8.1
Movie,Mad Money,United States,2008,99 min,Comedies,A woman joins the janitorial staff of the Federal Reserve Bank and conspires with two co-workers to pilfer old money that's scheduled to be destroyed.,tt0951216,15.299,362,6.2
Movie,Money Talks,United States,1997,96 min,"Action & Adventure, Comedies","TV news reporter James Russell helps put small-time criminal Franklin Hatchett in jail, but turns to protecting Hatchett when he escapes from prison.",tt0119695,12.942,200,5.9
Movie,Monster House,United States,2006,91 min,"Children & Family Movies, Comedies",Three friends uncover the truth about a scary abandoned house in their neighborhood that has a personality of its own and seems to be eating people.,tt0385880,36.223,2582,6.6
Movie,Paid in Full,United States,2002,98 min,"Action & Adventure, Dramas",This fictionalized account of three real-life notorious Harlem drug dealers is told in flashbacks as they plunge into the world of hustling.,tt0259484,9.779,122,7.0
Movie,Rounders,United States,1998,121 min,Dramas,"A law student befriends and ""befoes"" a fellow gambling addict and a club owner, and tensions run high when they must come up with $15k in just 5 days.",tt0128442,18.975,1084,7.0
Movie,Santa Girl,United States,2019,91 min,"Children & Family Movies, Comedies, Romantic Movies","Fleeing the family business and an arranged marriage, Santa’s daughter chooses a magical adventure of her own: College.",tt7315570,7.772,13,6.8
Movie,Sling Blade,United States,1996,135 min,"Dramas, Independent Movies","A man returns home after being released from a psychiatric hospital, where he'd been confined since age 12 for murdering his mother and her lover.",tt0117666,13.137,480,7.6
Movie,Spider-Man 3,United States,2007,139 min,"Action & Adventure, Sci-Fi & Fantasy",The seemingly invincible Spider-Man goes up against an all-new crop of villains in the third installment of the blockbuster adventure series.,tt0413300,52.308,8958,6.2
Movie,Step Brothers,United States,2008,98 min,Comedies,"Brennan and Dale might be grown men, but that doesn't stop a childish sibling rivalry from erupting after Brennan's mom marries Dale's dad.",tt0838283,17.253,2152,6.5
Movie,The Brave One,United States,2007,122 min,"Dramas, Thrillers",New York City radio host Erica Bain decides to take the law into her own hands after losing her fiancé in a brutal Central Park attack.,tt0476964,19.159,560,6.5
Movie,The Game,United States,1997,129 min,Thrillers,"Nicholas receives an unusual birthday present from his brother, Conrad – a gift certificate to play a unique kind of game formulated by ""CRS.""",tt2084970,42.313,12559,8.0
Movie,The Matrix,United States,1999,136 min,"Action & Adventure, Sci-Fi & Fantasy","A computer hacker learns that what most people perceive as reality is actually a simulation created by machines, and joins a rebellion to break free.",tt0133093,60.378,17729,8.1
Movie,The Matrix Reloaded,United States,2003,138 min,"Action & Adventure, Sci-Fi & Fantasy","The crew must protect Zion, the last outpost still under human control, after it is pinpointed by the machines responsible for the Matrix.",tt0234215,40.89,7153,6.9
Movie,The Matrix Revolutions,United States,2003,129 min,"Action & Adventure, Sci-Fi & Fantasy",The final installment in the Matrix trilogy finds an unconscious Neo trapped in a subway station in a zone between the Matrix and the machine world.,tt0242653,42.395,6427,6.6
Movie,The Tuxedo,United States,2002,99 min,"Action & Adventure, Comedies","After a government spy is hospitalized, New York City cab driver Jimmy unwillingly takes over the spy's role – with the aid of a computerized tuxedo.",tt0290095,21.624,1256,5.6
Movie,Vantage Point,United States,2008,90 min,Action & Adventure,"Moments after he arrives in Spain for an antiterrorism summit, U.S. President Ashton is shot.",tt0443274,16.504,1382,6.3
Movie,Zombieland,United States,2009,88 min,"Comedies, Horror Movies","Looking to survive in a world taken over by zombies, a dorky college student teams with an urban roughneck and a pair of grifter sisters.",tt1156398,48.402,8693,7.3
Movie,BASEketball,United States,1998,103 min,"Comedies, Sports Movies","When two slackers' made-up sport, BASEketball, becomes a national craze, they hope to cash in on the basketball/baseball hybrid's popularity.",tt0131857,16.845,339,6.0
Movie,Edge of Fear,United States,2018,92 min,"Independent Movies, Thrillers","During a wilderness getaway, a gang of sociopathic criminals kidnap a woman and assault her husband, who must summon all his strength to save her.",tt7149916,9.725,52,4.6
Movie,Filmworker,United States,2017,94 min,Documentaries,Leon Vitali had a thriving acting career most others would envy. Then he gave it all up to devote himself completely to the vision of Stanley Kubrick.,tt6851066,7.352,40,7.2
Movie,Katt Williams: The Pimp Chronicles: Pt. 1,United States,2006,45 min,Stand-Up Comedy,"In this 2006 show, comic Katt Williams uses his edgy style and personal experiences to paint a sassy, hilarious portrait of life in black America.",tt0865482,4.361,17,6.6
Movie,Marc Maron: Thinky Pain,United States,2013,95 min,Stand-Up Comedy,"Alternative comic Marc Maron is back on stage in New York to talk Chinese food, drug abuse, sex in hotel rooms and life with his girlfriend.",tt3004634,5.454,28,7.2
Movie,Sommore: The Reign Continues,United States,2015,93 min,Stand-Up Comedy,"Self-proclaimed ""Queen of Comedy"" Sommore storms the stage to deliver a riotous stand-up performance in Charlotte, North Carolina.",tt4172758,2.976,1,7.0
Movie,Stink!,United States,2015,91 min,Documentaries,"After noting a strange odor in his child’s pajamas, a single dad’s search for the source uncovers potentially toxic secrets of the chemical industry.",tt2428246,3.933,13,6.0
Movie,The Untold Tales of Armistead Maupin,United States,2017,91 min,"Documentaries, LGBTQ Movies","This documentary traces the life of ""Tales of the City"" author Armistead Maupin, from his conservative roots to his rise as an LGBTQ champion.",tt6151222,6.856,9,6.8
Movie,Savage Dog,United States,2017,95 min,"Action & Adventure, Independent Movies",A former professional boxer serving time in a brutal labor camp must fight incredible odds to gain his freedom and avenge an act of violence.,tt5851014,16.033,61,5.1
Movie,Norman Lear: Just Another Version of You,United States,2016,91 min,Documentaries,"This documentary turns the spotlight on the man behind the iconic ""All in the Family,"" with comments from friends, family and famous collaborators.",tt5275866,4.66,10,7.2
Movie,Aziz Ansari: Buried Alive,United States,2013,80 min,Stand-Up Comedy,"""Parks and Recreation"" star Aziz Ansari takes the stage to share his unfiltered views on adulthood, babies, marriage, love and more in the modern era.",tt2836450,8.957,96,7.1
